smiles,freesolv,description,chembl_id
CCN,-4.5,"This molecule appears as a colorless liquid or a gas (boiling point 62 °F) with an odor of ammonia. Flash point less than 0 °F. Density of liquid 5.7 lb / gal. Corrosive to the skin and eyes. Vapors are heavier than air. Produces toxic oxides of nitrogen during combustion. Exposure of the closed container to intense heat may cause it to rupture violently and rocket. This molecule is a two-carbon primary aliphatic amine. It has a role as a human metabolite. It is a conjugate base of an ethylaminium. This molecule is a natural product found in Cannabis sativa, Vitis vinifera, and other organisms with data available. This molecule is a uremic toxin.  Uremic toxins can be subdivided into three major groups based upon their chemical and physical characteristics: 1) small, water-soluble, non-protein-bound compounds, such as urea; 2) small, lipid-soluble and/or protein-bound compounds, such as the phenols and 3) larger so-called middle-molecules, such as beta2-microglobulin. Chronic exposure of uremic toxins can lead to a number of conditions including renal damage, chronic kidney disease and cardiovascular disease. 
This molecule is a simple aliphatic amine. It is component of normal human urine it has been suggested that this short chain aliphatic chain play significant role in the central nervous system disturbances observe during hepatic and renal disease especially when the blood brain barrier is compromised. (A3299).",CHEMBL14449
C1C=CC=CC=C1,-0.99,,
c1ccc2c(c1)Cc3ccccc3C2,-3.78,,
CC(Cl)Cl,-0.84,"This molecule is a colorless, oily liquid with a sweet odor. It evaporates easily at room temperature and burns easily. It does not occur naturally in the environment.In the past, 1,1-dichloroethane was used as a surgical anesthetic, but it is no longer used this way. Today it is used primarily to make other chemicals, to dissolve substances such as paint, varnish, and finish removers, and to remove grease. This molecule appears as a colorless liquid with an ether-like odor. Slightly soluble in water and slightly denser than water. Flash point below 70 °F. Vapors denser than air. Used to make other chemicals. This molecule is an organochlorine compound. This molecule is primarily used as an intermediate in chemical synthesis. Acute (short-term) inhalation exposure to high levels of ethylidene dichloride in humans results in central nervous system (CNS) depression and a cardiostimulating effect resulting in cardiac arrhythmias. Studies in animals have reported effects on the kidney. No information is available on the chronic (long-term), reproductive, developmental, or carcinogenic effects of ethylidene dichloride in humans. An oral animal study reported a significantly positive dose-related trend in hemangiosarcomas, mammary tumors, liver tumors, and endometrial stromal polyps. EPA has classified ethylidene dichloride as a Group C, possible human carcinogen. This molecule is a colorless, oily, man-made liquid. It evaporates quickly at room temperature and has an odor like ether. This molecule burns easily. When 1,1-dichloroethane is released to the environment, it usually exists as a vapor rather than a liquid. It is used primarily to make 1,1,1-trichloroethane and a number of other chemicals. It is also used to dissolve other substances such as paint, varnish and finish removers, and to remove grease. This molecule was used as a surgical anesthetic, but is no longer. (L403)",CHEMBL45079
COc1cccc(c1)O,-7.66,,
c1cc2cccc3c2c(c1)CC3,-3.15,,
CCCCCCCCBr,0.52,,CHEMBL156047
c1ccc(cc1)CO,-6.62,,
c1c(c(=O)[nH]c(=O)[nH]1)Br,-18.17,,
CCCC,2.1,"This molecule is a colorless gas with a faint petroleum-like odor. For transportation it may be stenched. It is shipped as a liquefied gas under its vapor pressure. Contact with the liquid can cause frostbite. It is easily ignited. Its vapors are heavier than air. Any leak can be either liquid or vapor. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. It is used as a fuel, an aerosol propellant, in cigarette lighters, and to make other chemicals. This molecule is a straight chain alkane composed of 4 carbon atoms. It has a role as a food propellant and a refrigerant. It is a gas molecular entity and an alkane. This molecule is a natural product found in Calendula officinalis and Stemona tuberosa with data available. This molecule is a hydrocarbon and one of two isomers of butane. Butanes are highly flammable, colorless, odorless, easily liquefied gases. They are components of gasoline and can also be used as refrigerants and propellants in aerosol sprays. Butane gas is sold bottled as a fuel for cooking and camping and is also found in cigarette lighters. Butane is a simple asphyxiant and commonly used substance of abuse that is responsible for a large number of ""solvent related"" deaths. (L1283, L1284)",CHEMBL134702
CCl,-0.55,"This molecule is also known as methyl chloride. It is a clear, colorless gas. It has a faint, sweet odor that is noticeable only at levels that may be toxic. It is heavier than air, and it is extremely flammable. This molecule appears as a colorless gas with a faint sweet odor. Shipped as a liquid under its vapor pressure. A leak may either be liquid or vapor. Contact with the liquid may cause frostbite by evaporative cooling. Easily ignited. Vapors heavier than air. Can asphyxiate by the displacement of air. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. Used to make other chemicals and as a herbicide. This molecule is a one-carbon compound that is methane in which one of the hydrogens is replaced by a chloro group. It has a role as a refrigerant, a mutagen and a marine metabolite. It is a member of methyl halides and a member of chloromethanes. Low levels of methyl chloride occur naturally in the environment. Higher levels may occur at chemical plants where it is made or used. Acute (short-term) exposure to high concentrations of methyl chloride in humans has caused severe neurological effects. Methyl chloride has also caused effects on the heart rate, blood pressure, liver, and kidneys in humans. Chronic (long-term) animal studies have shown liver, kidney, spleen, and central nervous system (CNS) effects. Inhalation studies have demonstrated that methyl chloride causes reproductive effects in male rats, with effects such as testicular lesions and decreased sperm production. Human cancer data are limited. EPA has classified methyl chloride as a Group D carcinogen (not classifiable as to human carcinogenicity). This molecule is a colorless, flammable, toxic gas that was used widely as a refrigerant and has many current industrial applications, including use as a local anesthetic, a chemical intermediate in silicone polymer production and drug manufacturing, an extractant for oils and resins, a solvent in butyl rubber and petroleum refining, a propellant in polystyrene foam production, a methylating and chlorinating agent in organic chemistry and an herbicide. Exposure to methyl chloride can cause a wide variety of issues from frostbite, drowsiness and dizziness to paralysis, seizures and coma depending on the route and level (concentration and duration) of exposure. This molecule is a natural product found in Biflustra perfragilis with data available.",CHEMBL117545
CC(C)CBr,-0.03,,CHEMBL346532
CC(C)SC(C)C,-1.21,,
CCCCCCC,2.67,"This molecule is a clear colorless liquids with a petroleum-like odor. Flash point 25 °F. Less dense than water and insoluble in water. Vapors heavier than air. This molecule is a straight-chain alkane with seven carbon atoms. It has been found in Jeffrey pine (Pinus jeffreyi). It has a role as a non-polar solvent and a plant metabolite. It is a volatile organic compound and an alkane. This molecule is a natural product found in Pinus ayacahuite, Pseudotsuga, and other organisms with data available. This molecule is found in cardamom. Heptane is an alkane hydrocarbon with the chemical formula CH3(CH2)8CH3. Heptane has 9 isomers, or 11 if enantiomers are counted. (Wikipedia) 

This molecule belongs to the family of Acyclic Alkanes. These are acyclic hydrocarbons consisting only of n carbon atoms and m hydrogen atoms where m=2*n + 2.",CHEMBL134658
c1cnc[nH]1,-9.63,,
c1cc2c(cc1Cl)Oc3cc(c(c(c3O2)Cl)Cl)Cl,-3.84,,
CC[C@H](C)n1c(=O)c(c([nH]c1=O)C)Br,-9.73,,
C(I)I,-2.49,,
CCCN(CCC)C(=O)SCCC,-4.13,,
C[N+](=O)[O-],-4.02,"This molecule appears as a colorless oily liquid. Flash point 95 °F. May violently decompose if intensely heated when contaminated. Denser than water and slightly soluble in water. Hence sinks in water. Vapors are heavier than air. Moderately toxic. Produces toxic oxides of nitrogen during combustion. This molecule is a primary nitroalkane that is methane in which one of the hydrogens is replace by a nitro group. A polar solvent (b.p. 101 ℃), it is an important starting material in organic synthesis. It is also used as a fuel for rockets and radio-controlled models. It has a role as an EC 4.3.1.3 (histidine ammonia-lyase) inhibitor, a polar aprotic solvent, an explosive and a NMR chemical shift reference compound. It is a primary nitroalkane and a volatile organic compound. This molecule is a colorless, oily, highly flammable liquid with a strong, disagreeable odor that emits toxic fumes of nitrogen oxides upon decomposition. This molecule is used to make industrial antimicrobials and pharmaceuticals, and is also used as a soil fumigant and as a fuel in race car engines. Exposure to nitromethane irritates the skin and affects the central nervous system causing nausea, dizziness and narcosis. This substance is reasonably anticipated to be a human carcinogen. (NCI05)",CHEMBL276924
