smiles,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,description,chembl_id
Cc1cc(C)c2ccccc2c1,"1,3-Dimethylnaphthalene",-4.147,1,156.22799999999998,0,2,0,0.0,-4.29,This molecule is a dimethylnaphthalene carrying methyl groups at positions 1 and 3.,CHEMBL370524
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,diethylstilbestrol,-5.074,1,268.356,2,2,4,40.46,-4.07,,
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,Chlorothalonil,-3.995,1,265.914,0,1,0,47.58,-5.64,,
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,"2,3',4',5-PCB",-6.312,1,291.992,0,2,1,0.0,-7.25,,
C1OC1c2ccccc2 ,styrene oxide,-1.826,2,120.15099999999995,0,2,1,12.53,-1.6,,
CC(C)c1ccccc1,Isopropylbenzene ,-3.265,1,120.19499999999996,0,1,1,0.0,-3.27,"This molecule appears as a clear colorless liquid with an aromatic odor. Less dense than water and insoluble in water. Vapors heavier than air. May be moderately toxic by inhalation, ingestion and skin absorption. This molecule is an alkylbenzene that is benzene carrying an isopropyl group. This molecule is used in a variety of petroleum products. Acute (short-term) inhalation exposure to cumene may cause headaches, dizziness, drowsiness, slight incoordination, and unconsciousness in humans. This molecule has a potent central nervous system (CNS) depressant action characterized by a slow induction period and long duration of narcotic effects in animals. This molecule is a skin and eye irritant. No information is available on the chronic (long-term), reproductive, developmental, or carcinogenic effects of cumene in humans. Animal studies have reported increased liver, kidney, and adrenal weights from inhalation exposure to cumene. EPA has classified cumene as a Group D, not classifiable as to human carcinogenicity. This molecule is a natural product found in Camellia sinensis, Saxifraga stolonifera, and other organisms with data available. This molecule is found in ceylan cinnamon. This molecule is a trace constituent of ginger oil (Zingiber officinale) Cumene is the common name for isopropylbenzene, an organic compound that is an aromatic hydrocarbon. It is a constituent of crude oil and refined fuels. It is a flammable colorless liquid that has a boiling point of 152 C. Nearly all the cumene that is produced as a pure compound on an industrial scale is converted to cumene hydroperoxide, which is an intermediate in the synthesis of other industrially important chemicals such as phenol and acetone.

This molecule has been shown to exhibit catabolic function (A7843).",CHEMBL1398949
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,Deoxycorticosterone,-3.939,1,330.4680000000001,1,4,2,54.370000000000005,-3.45,,
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,chlorquinox,-4.438,1,267.93,0,2,0,25.78,-5.43,,
C1OC(O)C(O)C(O)C1O,L-arabinose,0.601,1,150.13,4,1,0,90.15,0.39,,
ClCCl,Dichloromethane,-1.156,1,84.93299999999999,0,0,0,0.0,-0.63,"This molecule is a colorless liquid with a mild, sweet odor. Another name for it is dichloromethane. This molecule does not occur naturally in the environment.This molecule is used as an industrial solvent and as a paint stripper. It may also be found in some aerosol and pesticide products and is used in the manufacture of photographic film. This molecule appears as a colorless liquid with a sweet, penetrating, ether-like odor. Noncombustible by if exposed to high temperatures may emit toxic chloride fumes. Vapors are narcotic in high concentrations. Used as a solvent and paint remover. This molecule is a member of the class of chloromethanes that is methane in which two of the hydrogens have been replaced by chlorine. A dense, non-flammible colourless liquid at room temperature (b.p. 40℃, d = 1.33) which is immiscible with water, it is widely used as a solvent, a paint stripper, and for the removal of caffeine from coffee and tea. It has a role as a polar aprotic solvent, a carcinogenic agent and a refrigerant. It is a member of chloromethanes and a volatile organic compound. This molecule is predominantly used as a solvent. The acute (short-term) effects of methylene chloride inhalation in humans consist mainly of nervous system effects including decreased visual, auditory, and motor functions, but these effects are reversible once exposure ceases. The effects of chronic (long-term) exposure to methylene chloride suggest that the central nervous system (CNS) is a potential target in humans and animals. Human data are inconclusive regarding methylene chloride and cancer. Animal studies have shown increases in liver and lung cancer and benign mammary gland tumors following the inhalation of methylene chloride. This molecule is a clear, colorless, nonflammable, volatile liquid chlorinated hydrocarbon with a sweet, pleasant smell and emits highly toxic fumes of phosgene when heated to decomposition. Methylene chloride is primarily used as a solvent in paint removers, but is also used in aerosol formulations, as a solvent in the manufacture of pharmaceuticals, as a degreasing agent, in electronics manufacturing and as an ethane foam blowing agent. Inhalation exposure to this substance irritates the nose and throat and affects the central nervous system. Methylene chloride is a possible mutagen and is reasonably anticipated to be a human carcinogen. (NCI05) This molecule is a natural product found in Garcinia mangostana, Biflustra perfragilis, and Cynara cardunculus with data available. This molecule is used as an extraction solvent in the preparation of decaffeinated coffee, hop extracts and spice oleoresins. Diluent for colour additives and inks for marking fruit and vegetables The output of these processes is a mixture of methyl chloride, dichloromethane, chloroform, and carbon tetrachloride. These compounds are separated by distillation.

This molecule has been shown to exhibit anti-tumor, anti-proliferative, analgesic, anti-fungal and antibiotic functions (A7704, A7705, A7706, A7707, A7708).

This molecule belongs to the family of Organochlorides. These are organic compounds containing a chlorine atom.",CHEMBL45967
CCc1cccc2ccccc12,1-Ethylnaphthalene ,-4.1,1,156.22799999999998,0,2,1,0.0,-4.17,,CHEMBL317740
COC=O,Methyl formate,-0.048,1,60.05200000000001,0,0,1,26.3,0.58,"This molecule appears as a clear colorless liquid with an agreeable odor. Flash point -27 °F. Less dense than water Vapors heavier than air. This molecule is a formate ester resulting from the formal condensation of formic acid with methanol. A low-boiling (31.5 ℃) colourless, flammable liquid, it has been used as a fumigant and larvicide for tobacco and food crops. It has a role as a polar aprotic solvent, a fumigant, an insecticide and a refrigerant. It is a formate ester, a methyl ester and a volatile organic compound. It is functionally related to a methanol. This molecule is a natural product found in Aloe africana and Coffea arabica with data available.",CHEMBL295026
Oc1ccccc1N(=O)=O,o-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-1.74,,
Cc1c[nH]c(=O)[nH]c1=O ,thymine,-0.78,1,126.115,2,1,0,65.72,-1.506,,
CC(C)C,2-Methylpropane,-1.891,1,58.124,0,0,0,0.0,-2.55,"This molecule is a colorless gas with a faint petroleum-like odor. It is shipped as a liquefied gas under its vapor pressure. Contact with the liquid can cause frostbite. It is easily ignited. The vapors are heavier than air. Any leak can either be liquid or vapor. It can asphyxiate by the displacement of air. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. This molecule is an alkane that is propane substituted by a methyl group at position 2. It has a role as a food propellant and a refrigerant. It is an alkane and a gas molecular entity. This molecule is a hydrocarbon and one of two isomers of butane. Butanes are highly flammable, colorless, odorless, easily liquefied gases. They are components of gasoline and can also be used as refrigerants and propellants in aerosol sprays. Butane gas is sold bottled as a fuel for cooking and camping and is also found in cigarette lighters. Butane is a simple asphyxiant and commonly used substance of abuse that is responsible for a large number of ""solvent related"" deaths. (L1283, L1284)",CHEMBL2106398
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,Inosine,-0.8340000000000001,1,268.22900000000004,4,3,2,133.75,-1.23,,
Oc1c(I)cc(C#N)cc1I,Ioxynil,-4.615,1,370.915,1,1,0,44.02,-3.61,,
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,Niclosamide,-5.032,1,327.1230000000001,2,2,3,92.47,-4.7,,
CCCCC,Pentane,-2.261,1,72.151,0,0,2,0.0,-3.18,"This molecule appears as a clear colorless liquid with a petroleum-like odor. Flash point 57 °F. Boiling point 97 °F. Less dense than water and insoluble in water. Hence floats on water. Vapors are heavier than air. This molecule is a straight chain alkane consisting of 5 carbon atoms. It has a role as a non-polar solvent and a refrigerant. It is a volatile organic compound and an alkane. This molecule is a natural product found in Calendula officinalis and Allium ampeloprasum with data available. This molecule is found in alcoholic beverages. This molecule is present in hop oil.This molecule is any or one of the organic compounds with the formula C5H12. This alkane is a component of some fuels and is employed as a specialty solvent in the laboratory. Its properties are very similar to those of butane and hexane. It exists in three structural isomers, the branched isomers are called isopentane and neopentane. This molecule is one of the primary blowing agents used in the production of polystyrene foam.

This molecule has been shown to exhibit radical scavenger function (A7839).

This molecule belongs to the family of Acyclic Alkanes. These are acyclic hydrocarbons consisting only of n carbon atoms and m hydrogen atoms where m=2*n + 2.",CHEMBL16102
c1ccccc1O,Phenol,-1.991,1,94.113,1,1,0,20.23,0.0,,
Nc3ccc2cc1ccccc1cc2c3 ,2-aminoanthracene,-3.789,1,193.249,1,3,0,26.02,-5.17,,
Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,theobromine,-1.05,1,180.167,1,2,0,72.68,-2.523,,
c1ccc2cnccc2c1,Isoquinoline,-2.531,2,129.16199999999998,0,2,0,12.89,-1.45,"This molecule is an ortho-fused heteroarene that is a benzopyridine in which the N atom not directly attached to the benzene ring. It is a mancude organic heterobicyclic parent, an azaarene, an ortho-fused heteroarene and a member of isoquinolines. This molecule is a natural product found in Lonicera japonica with data available.",CHEMBL12315
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,Anilofos,-5.106,1,367.86,0,1,7,38.77,-4.432,,
CCCCCCc1ccccc1,Hexylbenzene ,-4.22,1,162.276,0,1,5,0.0,-5.21,,
Clc1ccccc1c2ccccc2,2-Chlorobiphenyl,-4.5280000000000005,1,188.657,0,2,1,0.0,-4.54,,
CCCC(=C)C,2-Methyl-1-Pentene,-2.3480000000000003,1,84.16199999999999,0,0,2,0.0,-3.03,,
CC(C)C(C)C(C)C,"2,3,4-Trimethylpentane",-3.276,1,114.232,0,0,2,0.0,-4.8,,
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Pentachlorobenzene,-5.167999999999999,1,250.339,0,1,0,0.0,-5.65,"This molecule appears as white crystals. (NTP, 1992) These molecules is a member of the class of pentachlorobenzenes that is benzene in which five of the hydrogens are replaced by chlorines. Now classed as a persistent organic pollutant under the Stockholm Convention. It has a role as a persistent organic pollutant.",CHEMBL44628
Oc1cccc(c1)N(=O)=O,m-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-1.01,,
CCCCCCCCC=C,1-Decene,-3.781,1,140.26999999999998,0,0,7,0.0,-5.51,,
CC(=O)OCC(COC(=O)C)OC(=O)C,Glyceryl triacetate,-1.285,1,218.205,0,0,5,78.9,-0.6,,
CCCCc1c(C)nc(nc1O)N(C)C ,dimethirimol,-3.57,1,209.293,1,1,4,49.25000000000001,-2.24,,
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,Cyfluthrin,-6.84,1,434.29400000000015,0,3,6,59.32000000000001,-7.337000000000001,,
c1ccncc1,Pyridine,-1.481,2,79.10199999999998,0,1,0,12.89,0.76,"This molecule is a colorless liquid with an unpleasant smell. It can be made from crude coal tar or from other chemicals. This molecule is used to dissolve other substances. It is also used to make many different products such as medicines, vitamins, food flavorings, paints, dyes, rubber products, adhesives, insecticides, and herbicides. This molecule can also be formed from the breakdown of many natural materials in the environment. This molecule appears as a clear colorless to light yellow liquid with a penetrating nauseating odor. Vapors are heavier than air. Toxic by ingestion and inhalation. Combustion produces toxic oxides of nitrogen. This molecule is an azaarene comprising a benzene core in which one -CH group is replaced by a nitrogen atom. It is the parent compound of the class pyridines. It has a role as an environmental contaminant and a NMR chemical shift reference compound. It is a mancude organic heteromonocyclic parent, a monocyclic heteroarene, an azaarene and a member of pyridines. This molecule is a natural product found in Camellia sinensis, Basella alba, and other organisms with data available.",CHEMBL266158
CCCCCCCBr,1-Bromoheptane,-3.366,1,179.101,0,0,5,0.0,-4.43,,
Cc1ccncc1C,"3,4-Dimethylpyridine",-2.067,1,107.156,0,1,0,12.89,0.36,,
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,Fludrocortisone,-3.172,1,380.4560000000001,3,4,2,94.83,-3.43,,
CCSCc1ccccc1OC(=O)NC ,ethiofencarb,-2.855,1,225.313,1,1,4,38.33,-2.09,,
CCOC(=O)CC(=O)OCC,Malonic acid diethylester,-1.413,1,160.16899999999998,0,0,4,52.60000000000001,-0.82,This molecule is a dicarboxylic acid. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Panax ginseng and Mimusops elengi with data available.,CHEMBL177114
CC1=CCC(CC1)C(C)=C,d-Limonene,-3.429,1,136.238,0,1,1,0.0,-4.26,,
C1Cc2ccccc2C1,Indan,-3.057,2,118.17899999999996,0,2,0,0.0,-3.04,,
CC(C)(C)c1ccc(O)cc1,p-t-Butylphenol,-3.192,1,150.22099999999998,1,1,0,20.23,-2.41,"Crystals or practically white flakes. Has a disinfectant-like odor. May float or sink in water. Insoluble in water. (NTP, 1992) This molecule is a member of the class of phenols that is phenol substituted with a tert-butyl group at position 4. It has a role as an allergen. This molecule is found in herbs and spices. This molecule is found in oregano. This molecule is a flavour ingredient.

This molecule belongs to the family of Cumenes. These are aromatic compounds containing a prop-2-ylbenzene moiety.",CHEMBL16217
O=C2NC(=O)C1(CC1)C(=O)N2 ,Cyclopropyl-5-spirobarbituric acid,-0.088,1,154.125,2,2,0,75.27,-1.886,,
Clc1cccc(I)c1,m-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-3.55,,
Brc1cccc2ccccc12,1-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.35,,
CC/C=C/C,trans-2-Pentene ,-2.076,1,70.135,0,0,1,0.0,-2.54,,
Cc1cccc(C)n1,"2,6-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.45,This molecule appears as a colorless liquid with a peppermint odor. Less dense than water. Vapors heavier than air. Produces toxic oxides of nitrogen during combustion. Used to make other chemicals. This molecule is a member of the class of methylpyridines that is pyridine carrying methyl substituents at positions 2 and 6. It derives from a hydride of a pyridine. This molecule is a natural product found in Nicotiana tabacum with data available.,CHEMBL22976
ClC=C(Cl)Cl,Trichloroethylene,-2.312,1,131.389,0,0,0,0.0,-1.96,"This molecule is a nonflammable, colorless liquid with a somewhat sweet odor and a sweet, burning taste. It is used mainly as a solvent to remove grease from metal parts, but it is also an ingredient in adhesives, paint removers, typewriter correction fluids, and spot removers. Trichloroethylene is not thought to occur naturally in the environment. However, it has been found in underground water sources and many surface waters as a result of the manufacture, use, and disposal of the chemical. This molecule appears as a clear colorless volatile liquid having a chloroform-like odor. Denser than water and is slightly soluble in water. Noncombustible. Used as a solvent, fumigant, in the manufacture of other chemicals, and for many other uses. This molecule is a member of the class of chloroethenes that is ethene substituted by chloro groups at positions 1, 1 and 2. It has a role as an inhalation anaesthetic and a mouse metabolite. This molecule is a halocarbon commonly used as an industrial solvent, not to be confused with the similar 1,1,1-trichloroethane, also known as chlorothene. It has been sold under a variety of trade names including Trimar and Trilene and used as a volatile anesthetic and as an inhaled obstetrical analgesic. Environmental exposure, particularly groundwater and drinking water contamination from industrial discharge, is a major concern for human health and has been the subject of numerous incidents and lawsuits. This molecule is released into the atmosphere from industrial degreasing operations. Acute (short-term) and chronic (long-term) inhalation exposure to trichloroethylene can affect the human central nervous system (CNS), with symptoms such as dizziness, headaches, confusion, euphoria, facial numbness, and weakness. Liver, kidney, immunological, endocrine, and developmental effects have also been reported in humans. A recent analysis of available epidemiological studies reports trichloroethylene exposure to be associated with several types of cancers in humans, especially kidney, liver, cervix, and lymphatic system. Animal studies have reported increases in lung, liver, kidney, and testicular tumors and lymphoma. The Agency is currently reassessing the cancer classification of trichloroethylene. This molecule is a synthetic, light sensitive, volatile, colorless, liquid that is miscible with many non-polar organic solvents. This molecule is used mainly as a degreaser for metal parts. Upon combustion, it produces irritants and toxic gases. Occupational exposure to trichloroethylene is associated with excess incidences of liver cancer, kidney cancer and non-Hodgkin lymphoma. It is reasonably anticipated to be a human carcinogen. (NCI05) This molecule is a natural product found in Bos taurus and Caenorhabditis elegans with data available. This molecule is a solvent and extractive in the manufacture of foods. One recent review of the epidemiology of kidney cancer rated cigarette smoking and obesity as more important risk factors for kidney cancer than exposure to solvents such as trichloroethylene. In contrast, the most recent overall assessment of human health risks associated with trichloroethylene states, [t]here is concordance between animal and human studies, which supports the conclusion that trichloroethylene is a potential kidney carcinogen. The evidence appears to be less certain at this time regarding the relationship between humans and liver cancer observed in mice, with the NAS suggesting that low-level exposure might not represent a significant liver cancer risk in the general population. The chemical compound trichloroethylene is a chlorinated hydrocarbon commonly used as an industrial solvent. It is a clear non-flammable liquid with a sweet smell. The first known report of TCE in groundwater was given in 1949 by two English public chemists who described two separate instances of well contamination by industrial releases of TCE. Based on available federal and state surveys, between 9% to 34% of the drinking water supply sources tested in the U.S. may have some TCE contamination, though EPA has reported that most water supplies are in compliance with the Maximum Contaminant Level (MCL) of 5 ppb. In addition, a growing concern in recent years at sites with TCE contamination in soil or groundwater has been vapor intrusion in buildings, which has resulted in indoor air exposures, such is in a recent case in the McCook Field Neighborhood of Dayton, Ohio. This molecule has been detected in 852 Superfund sites across the United States, according to the Agency for Toxic Substances and Disease Registry (ATSDR). Under the Safe Drinking Water Act of 1974, and as amended annual water quality testing is required for all public drinking water distributors. The EPA'S current guidelines for TCE can be found here. It should be noted that the EPA's table of TCE Releases to Ground is dated 1987 to 1993, thereby omitting one of the largest Superfund Cleanup sites in the nation, the NIBW in Scottsdale, Arizona. The TCE released here occurred prior to its appearance in the municipal drinking wells in 1982. This reaction can be catalyzed by a variety of substances. The most commonly used catalyst is a mixture of potassium chloride and aluminum chloride. However, various forms of porous carbon can also be used. This reaction produces tetrachloroethylene as a byproduct, and depending on the amount of chlorine fed to the reaction, tetrachloroethylene can even be the major product. Typically, trichloroethylene and tetrachloroethylene are collected together and then separated by distillation.This molecule: Parkinsonism and complex 1 mitochondrial neurotoxicity). This molecule is an effective solvent for a variety of organic materials.

This molecule belongs to the family of Organochlorides. These are organic compounds containing a chlorine atom.",CHEMBL279816
